transaction_id,timestamp,num_items,total_amount,payment_type
100499,2025-04-02 07:06:23,2,12.56,Credit Card
100500,2025-04-02 20:10:59,1,7.03,Cash
100501,2025-04-02 02:29:36,2,11.81,Mobile Pay
100502,2025-04-02 17:32:59,3,16.19,Cash
100503,2025-04-02 04:59:20,1,5.86,Credit Card
100504,2025-04-02 01:30:28,2,13.85,Mobile Pay
100505,2025-04-02 02:48:57,3,14.59,Debit Card
100506,2025-04-02 13:51:31,3,13.28,Credit Card
100507,2025-04-02 19:21:19,4,22.09,Debit Card
100508,2025-04-02 19:45:44,3,14.18,Credit Card
100509,2025-04-02 16:38:52,2,6.65,Credit Card
100510,2025-04-02 13:40:11,1,3.42,Mobile Pay
100511,2025-04-02 01:12:26,4,21.08,Cash
100512,2025-04-02 16:17:58,1,7.68,Mobile Pay
100513,2025-04-02 22:53:44,2,8.93,Cash
100514,2025-04-02 10:14:35,2,14.74,Mobile Pay
100515,2025-04-02 11:58:37,1,6.14,Credit Card
100516,2025-04-02 20:19:21,1,3.8,Mobile Pay
100517,2025-04-02 16:12:32,1,4.66,Debit Card
100518,2025-04-02 22:51:25,2,9.21,Credit Card
100519,2025-04-02 14:44:11,4,20.29,Mobile Pay
100520,2025-04-02 15:53:41,3,11.33,Cash
100521,2025-04-02 22:03:02,2,10.13,Mobile Pay
100522,2025-04-02 16:59:56,2,8.55,Credit Card
100523,2025-04-02 00:06:00,4,21.55,Cash
100524,2025-04-02 01:27:55,4,18.5,Mobile Pay
100525,2025-04-02 18:00:58,2,9.2,Debit Card
100526,2025-04-02 20:38:40,2,10.07,Mobile Pay
100527,2025-04-02 03:59:44,2,10.35,Credit Card
100528,2025-04-02 14:56:17,1,7.29,Mobile Pay
100529,2025-04-02 04:24:16,1,3.88,Mobile Pay
100530,2025-04-02 05:44:12,2,11.11,Cash
100531,2025-04-02 13:44:20,2,9.85,Debit Card
100532,2025-04-02 12:31:52,4,19.07,Credit Card
100533,2025-04-02 17:14:10,4,21.91,Mobile Pay
100534,2025-04-02 11:12:08,1,3.73,Debit Card
100535,2025-04-02 10:16:46,3,16.17,Mobile Pay
100536,2025-04-02 00:15:31,1,3.54,Credit Card
100537,2025-04-02 16:20:20,4,20.6,Debit Card
100538,2025-04-02 08:59:53,4,24.16,Mobile Pay
100539,2025-04-02 15:47:02,3,17.79,Debit Card
100540,2025-04-02 12:22:08,4,20.42,Credit Card
100541,2025-04-02 20:01:31,2,8.52,Credit Card
100542,2025-04-02 19:44:14,1,4.0,Debit Card
100543,2025-04-02 06:08:24,1,4.78,Mobile Pay
100544,2025-04-02 01:22:41,2,8.93,Credit Card
100545,2025-04-02 02:31:24,1,5.96,Mobile Pay
100546,2025-04-02 19:43:40,4,23.08,Credit Card
100547,2025-04-02 00:46:13,3,15.15,Cash
100548,2025-04-02 15:55:20,1,6.9,Credit Card
100549,2025-04-02 00:13:30,3,14.58,Debit Card
100550,2025-04-02 18:49:17,3,10.76,Mobile Pay
100551,2025-04-02 13:04:01,3,17.72,Credit Card
100552,2025-04-02 12:31:21,3,12.61,Cash
100553,2025-04-02 20:30:58,3,11.6,Mobile Pay
100554,2025-04-02 08:27:26,3,22.05,Credit Card
100555,2025-04-02 03:36:26,4,20.6,Cash
100556,2025-04-02 15:42:19,2,11.6,Debit Card
100557,2025-04-02 01:29:24,3,14.19,Credit Card
100558,2025-04-02 02:03:50,3,11.74,Debit Card
100559,2025-04-02 08:16:34,3,12.9,Debit Card
100560,2025-04-02 19:33:14,4,16.43,Cash
100561,2025-04-02 12:07:33,2,7.12,Cash
100562,2025-04-02 13:13:31,1,3.23,Cash
100563,2025-04-02 19:00:54,4,19.56,Mobile Pay
100564,2025-04-02 07:40:39,3,13.11,Mobile Pay
100565,2025-04-02 11:18:32,1,7.71,Debit Card
100566,2025-04-02 23:31:59,1,4.73,Credit Card
100567,2025-04-02 23:48:19,1,3.59,Debit Card
100568,2025-04-02 23:02:40,1,5.76,Credit Card
100569,2025-04-02 10:16:27,1,6.96,Mobile Pay
100570,2025-04-02 22:54:02,1,3.95,Credit Card
100571,2025-04-02 00:19:55,2,9.4,Cash
100572,2025-04-02 04:29:32,4,24.29,Debit Card
100573,2025-04-02 12:12:54,2,7.2,Cash
100574,2025-04-03 06:23:14,1,2.5,Credit Card
100575,2025-04-03 23:08:52,2,8.94,Credit Card
100576,2025-04-03 18:15:44,4,19.34,Mobile Pay
100577,2025-04-03 08:36:33,4,19.22,Cash
100578,2025-04-03 11:06:25,2,10.67,Debit Card
100579,2025-04-03 15:58:43,4,22.53,Cash
100580,2025-04-03 03:12:45,1,5.86,Credit Card
100581,2025-04-03 04:18:25,2,9.89,Cash
100582,2025-04-03 04:03:01,2,11.01,Cash
100583,2025-04-03 21:50:05,1,6.42,Debit Card
100584,2025-04-03 03:36:25,3,14.87,Debit Card
100585,2025-04-03 20:15:17,2,8.74,Cash
100586,2025-04-03 21:45:07,4,23.05,Mobile Pay
100587,2025-04-03 01:51:57,3,14.02,Cash
100588,2025-04-03 01:46:10,3,14.75,Mobile Pay
100589,2025-04-03 02:50:11,3,13.93,Credit Card
100590,2025-04-03 18:08:52,1,5.64,Mobile Pay
100591,2025-04-03 19:14:14,4,14.72,Mobile Pay
100592,2025-04-03 20:12:38,3,13.87,Credit Card
100593,2025-04-03 16:31:40,3,11.27,Debit Card
100594,2025-04-03 21:32:34,4,22.62,Mobile Pay
100595,2025-04-03 04:58:26,2,7.6,Mobile Pay
100596,2025-04-03 13:44:58,4,19.94,Mobile Pay
100597,2025-04-03 06:00:19,3,19.4,Cash
100598,2025-04-03 03:54:02,2,10.52,Cash
100599,2025-04-03 05:03:44,2,9.42,Debit Card
100600,2025-04-03 23:20:17,3,10.78,Debit Card
100601,2025-04-03 19:15:23,4,23.64,Debit Card
100602,2025-04-03 15:31:13,2,7.98,Cash
100603,2025-04-03 20:10:50,1,5.47,Credit Card
100604,2025-04-03 20:59:04,3,14.59,Mobile Pay
100605,2025-04-03 03:17:05,3,14.24,Cash
100606,2025-04-03 21:09:04,3,17.75,Debit Card
100607,2025-04-03 22:07:08,3,12.99,Debit Card
100608,2025-04-03 23:16:29,4,18.9,Mobile Pay
100609,2025-04-03 00:36:38,2,9.09,Mobile Pay
100610,2025-04-03 07:57:34,1,5.36,Mobile Pay
100611,2025-04-03 13:36:15,4,15.8,Credit Card
100612,2025-04-03 02:04:04,1,5.67,Cash
100613,2025-04-03 18:05:44,4,21.63,Debit Card
100614,2025-04-03 11:30:56,1,3.22,Mobile Pay
100615,2025-04-03 21:19:07,4,17.47,Credit Card
100616,2025-04-03 08:20:35,1,5.58,Cash
100617,2025-04-03 08:31:59,2,10.66,Mobile Pay
100618,2025-04-03 16:51:46,2,9.51,Mobile Pay
100619,2025-04-03 18:01:35,2,11.53,Credit Card
100620,2025-04-03 09:30:11,4,14.88,Debit Card
100621,2025-04-03 16:43:41,1,5.29,Credit Card
100622,2025-04-03 12:48:28,1,6.98,Credit Card
100623,2025-04-03 04:00:27,4,23.85,Mobile Pay
100624,2025-04-03 02:34:41,2,10.78,Mobile Pay
100625,2025-04-03 03:46:34,3,16.77,Cash
100626,2025-04-03 02:48:15,4,22.14,Cash
100627,2025-04-03 21:39:54,3,11.78,Cash
100628,2025-04-03 12:32:56,2,9.77,Credit Card
100629,2025-04-03 20:57:00,1,5.2,Cash
100630,2025-04-03 11:25:47,3,14.26,Mobile Pay
100631,2025-04-03 16:03:00,2,12.56,Debit Card
100632,2025-04-03 09:44:54,3,13.46,Mobile Pay
100633,2025-04-03 20:07:12,3,12.77,Credit Card
100634,2025-04-03 00:43:01,1,4.17,Mobile Pay
100635,2025-04-03 05:44:26,4,21.62,Credit Card
100636,2025-04-03 00:03:08,2,13.14,Cash
100637,2025-04-03 12:08:31,3,15.4,Debit Card
100638,2025-04-03 10:30:26,2,8.65,Debit Card
100639,2025-04-03 16:21:07,1,5.71,Cash
100640,2025-04-03 06:32:46,4,24.4,Credit Card
100641,2025-04-03 01:26:00,2,11.45,Debit Card
100642,2025-04-03 22:58:37,1,2.67,Cash
100643,2025-04-03 11:52:30,2,9.77,Credit Card
100644,2025-04-03 14:43:49,2,9.08,Debit Card
100645,2025-04-03 13:50:46,3,14.58,Debit Card
100646,2025-04-03 10:43:11,1,3.77,Debit Card
100647,2025-04-03 11:33:36,4,17.5,Credit Card
100648,2025-04-03 16:12:18,3,14.99,Debit Card
100649,2025-04-03 18:17:38,1,5.5,Debit Card
100650,2025-04-03 20:20:14,1,6.54,Credit Card
100651,2025-04-03 20:42:51,3,13.85,Cash
100652,2025-04-03 02:55:20,4,14.53,Debit Card
100653,2025-04-03 12:38:25,1,3.1,Mobile Pay
100654,2025-04-03 04:17:41,3,15.69,Credit Card
100655,2025-04-03 17:41:40,4,20.78,Debit Card
100656,2025-04-03 10:59:39,2,7.06,Credit Card
100657,2025-04-03 17:27:47,1,5.35,Cash
100658,2025-04-03 19:50:03,1,3.51,Debit Card
100659,2025-04-03 12:59:34,1,3.51,Credit Card
100660,2025-04-03 16:38:56,1,3.99,Credit Card
100661,2025-04-03 03:01:27,3,17.85,Credit Card
100662,2025-04-03 09:19:20,4,23.37,Debit Card
100663,2025-04-03 06:21:39,2,11.89,Debit Card
100664,2025-04-03 16:27:26,2,7.06,Cash
100665,2025-04-03 01:02:48,4,24.43,Cash
100666,2025-04-03 00:59:49,2,6.71,Debit Card
100667,2025-04-03 04:43:13,1,7.71,Cash
100668,2025-04-03 16:24:01,4,20.3,Credit Card
100669,2025-04-03 00:06:33,3,11.45,Credit Card
100670,2025-04-03 06:57:59,1,6.65,Debit Card
100671,2025-04-03 05:34:03,4,25.67,Mobile Pay
100672,2025-04-03 19:38:47,1,3.59,Mobile Pay
100673,2025-04-03 00:10:41,2,8.7,Credit Card
100674,2025-04-03 02:23:10,2,8.77,Cash
100675,2025-04-03 17:46:50,3,11.42,Credit Card
100676,2025-04-03 17:36:28,1,5.5,Debit Card
100677,2025-04-03 06:30:07,2,10.82,Mobile Pay
100678,2025-04-03 07:43:58,2,11.98,Debit Card
100679,2025-04-03 04:12:33,1,7.41,Mobile Pay
100680,2025-04-03 18:55:31,4,21.98,Mobile Pay
100681,2025-04-03 02:11:40,3,16.65,Credit Card
100682,2025-04-03 16:40:41,3,13.45,Credit Card
100683,2025-04-03 17:06:24,2,13.71,Cash
100684,2025-04-03 15:57:19,1,7.66,Credit Card
100685,2025-04-03 03:46:04,2,10.21,Mobile Pay
100686,2025-04-03 12:16:22,2,6.56,Mobile Pay
100687,2025-04-03 23:16:41,3,15.09,Mobile Pay
100688,2025-04-03 10:03:10,1,4.39,Mobile Pay
100689,2025-04-03 14:33:24,1,3.36,Cash
100690,2025-04-03 20:20:27,1,3.58,Cash
100691,2025-04-03 00:46:05,2,11.37,Mobile Pay
100692,2025-04-03 13:20:12,2,9.04,Debit Card
100693,2025-04-03 21:06:54,2,9.83,Credit Card
100694,2025-04-03 16:59:43,3,12.69,Debit Card
100695,2025-04-03 00:16:02,3,17.78,Credit Card
100696,2025-04-03 19:45:56,1,4.97,Cash
100697,2025-04-03 14:26:17,1,6.41,Mobile Pay
100698,2025-04-03 19:30:52,4,23.02,Debit Card
100699,2025-04-03 22:06:20,3,9.98,Cash
100700,2025-04-03 11:37:06,4,18.52,Cash
100701,2025-04-03 19:17:43,2,10.04,Credit Card
100702,2025-04-03 15:29:13,2,9.08,Debit Card
100703,2025-04-03 14:17:25,2,12.59,Debit Card
100704,2025-04-03 19:16:59,1,3.31,Mobile Pay
100705,2025-04-03 06:04:10,2,9.53,Mobile Pay
100706,2025-04-03 07:36:56,4,16.73,Credit Card
100707,2025-04-03 14:40:30,3,15.05,Credit Card
100708,2025-04-03 04:16:37,2,10.96,Mobile Pay
100709,2025-04-03 12:04:48,3,16.59,Cash
100710,2025-04-03 17:04:22,2,12.24,Debit Card
100711,2025-04-03 18:15:31,2,8.73,Credit Card
100712,2025-04-03 04:09:48,3,14.7,Cash
100713,2025-04-03 16:47:37,2,12.45,Mobile Pay
100714,2025-04-03 07:11:58,3,11.94,Credit Card
100715,2025-04-03 14:51:33,2,10.32,Credit Card
100716,2025-04-03 09:49:13,2,8.94,Cash
100717,2025-04-03 18:05:25,4,17.25,Cash
100718,2025-04-03 05:42:26,1,3.55,Mobile Pay
100719,2025-04-03 01:26:59,3,11.08,Mobile Pay
100720,2025-04-03 19:14:38,4,16.18,Mobile Pay
100721,2025-04-03 18:25:43,4,19.34,Mobile Pay
100722,2025-04-03 05:09:36,1,5.9,Credit Card
100723,2025-04-03 14:22:50,2,9.42,Cash
100724,2025-04-03 11:25:55,3,13.66,Credit Card
100725,2025-04-03 07:58:40,2,9.97,Mobile Pay
100726,2025-04-03 23:10:05,1,2.97,Debit Card
100727,2025-04-03 00:33:07,4,25.35,Cash
100728,2025-04-03 18:02:39,3,14.12,Debit Card
100729,2025-04-03 19:11:50,2,11.01,Debit Card
100730,2025-04-03 02:38:36,3,12.33,Debit Card
100731,2025-04-03 10:03:39,2,13.08,Debit Card
100732,2025-04-03 12:41:36,4,21.0,Cash
100733,2025-04-03 11:27:44,4,20.93,Credit Card
100734,2025-04-03 22:45:41,2,6.96,Credit Card
100735,2025-04-03 19:46:22,3,10.95,Cash
100736,2025-04-03 11:01:23,4,17.48,Credit Card
100737,2025-04-03 01:23:39,4,20.84,Credit Card
100738,2025-04-03 00:44:14,1,4.44,Debit Card
100739,2025-04-03 06:55:13,1,4.99,Mobile Pay
100740,2025-04-03 17:27:21,3,12.89,Cash
100741,2025-04-03 06:46:00,2,5.3,Mobile Pay
100742,2025-04-03 18:49:41,3,14.65,Cash
100743,2025-04-03 00:20:09,3,13.62,Debit Card
100744,2025-04-03 16:01:49,2,11.03,Mobile Pay
100745,2025-04-03 00:49:35,3,16.86,Debit Card
100746,2025-04-03 23:12:10,3,9.8,Debit Card
100747,2025-04-03 13:28:21,4,23.11,Credit Card
100748,2025-04-03 03:58:43,4,20.48,Mobile Pay
100749,2025-04-03 08:41:41,1,3.84,Debit Card
100750,2025-04-03 03:05:33,2,11.08,Cash
100751,2025-04-03 18:12:57,2,9.93,Credit Card
100752,2025-04-03 12:56:32,4,20.32,Mobile Pay
100753,2025-04-03 17:07:25,3,15.08,Debit Card
100754,2025-04-03 03:17:28,3,13.69,Debit Card
100755,2025-04-03 00:41:44,2,11.29,Cash
100756,2025-04-03 21:20:54,2,7.04,Cash
100757,2025-04-03 22:39:05,1,6.71,Cash
100758,2025-04-03 18:01:32,3,20.13,Debit Card
100759,2025-04-03 23:21:58,4,21.67,Debit Card
100760,2025-04-03 10:01:42,3,19.06,Credit Card
100761,2025-04-03 17:13:45,2,12.64,Cash
100762,2025-04-03 21:22:53,3,12.08,Mobile Pay
100763,2025-04-03 15:02:09,4,21.37,Cash
100764,2025-04-03 00:42:19,4,18.93,Cash
100765,2025-04-03 06:51:37,1,6.06,Cash
100766,2025-04-03 19:49:20,1,3.4,Debit Card
100767,2025-04-03 19:31:25,1,5.22,Credit Card
100768,2025-04-03 02:36:47,1,6.9,Debit Card
100769,2025-04-03 06:52:31,3,16.22,Cash
100770,2025-04-03 22:44:06,3,14.06,Debit Card
100771,2025-04-03 20:46:37,2,10.2,Credit Card
100772,2025-04-03 12:58:17,2,13.31,Debit Card
100773,2025-04-03 06:25:05,4,23.81,Cash
100774,2025-04-03 09:42:20,4,21.29,Cash
100775,2025-04-03 00:26:35,1,3.15,Mobile Pay
100776,2025-04-03 10:38:06,4,15.64,Cash
100777,2025-04-03 20:54:17,4,22.89,Credit Card
100778,2025-04-03 02:31:13,2,7.76,Mobile Pay
100779,2025-04-03 18:20:02,2,8.24,Cash
100780,2025-04-03 10:49:40,2,9.1,Debit Card
100781,2025-04-03 04:47:40,2,8.85,Debit Card
100782,2025-04-03 20:41:55,3,16.18,Credit Card
100783,2025-04-03 21:23:23,2,5.66,Mobile Pay
100784,2025-04-03 01:03:34,2,7.68,Credit Card
100785,2025-04-03 15:07:08,1,3.56,Credit Card
100786,2025-04-03 04:32:14,3,12.51,Debit Card
100787,2025-04-03 06:52:31,2,8.07,Cash
100788,2025-04-03 06:05:01,4,16.37,Mobile Pay
100789,2025-04-03 07:41:06,4,19.82,Mobile Pay
100790,2025-04-03 22:09:36,1,4.4,Mobile Pay
100791,2025-04-03 13:31:22,3,16.17,Debit Card
100792,2025-04-03 09:06:43,3,14.4,Cash
100793,2025-04-03 20:41:02,3,14.07,Cash
100794,2025-04-03 11:47:07,2,9.42,Cash
100795,2025-04-03 06:15:11,4,22.82,Cash
100796,2025-04-03 19:20:09,1,7.99,Credit Card
100797,2025-04-03 16:43:02,3,8.29,Cash
100798,2025-04-03 15:09:04,4,20.15,Mobile Pay
100799,2025-04-03 02:55:31,1,3.96,Credit Card
100800,2025-04-03 07:12:57,2,6.75,Mobile Pay
100801,2025-04-03 12:17:35,4,22.43,Mobile Pay
100802,2025-04-03 12:56:39,2,12.5,Credit Card
100803,2025-04-03 12:38:23,4,21.22,Credit Card
100804,2025-04-03 18:29:23,4,20.25,Cash
100805,2025-04-03 06:12:59,2,7.49,Mobile Pay
100806,2025-04-03 13:17:33,3,14.83,Debit Card
100807,2025-04-03 02:47:36,3,18.46,Debit Card
100808,2025-04-03 22:51:23,1,4.74,Mobile Pay
100809,2025-04-03 01:13:50,4,21.76,Credit Card
100810,2025-04-03 00:29:28,3,13.14,Credit Card
100811,2025-04-03 02:10:11,4,23.55,Debit Card
100812,2025-04-03 07:53:58,1,6.89,Cash
100813,2025-04-03 10:49:30,4,22.56,Credit Card
100814,2025-04-03 02:21:57,3,13.75,Credit Card
100815,2025-04-03 05:22:27,2,7.22,Debit Card
100816,2025-04-03 11:45:57,2,8.83,Mobile Pay
100817,2025-04-03 10:48:21,3,15.27,Debit Card
100818,2025-04-03 08:19:56,2,11.39,Cash
100819,2025-04-03 15:43:46,3,17.3,Cash
100820,2025-04-03 18:24:18,1,3.54,Cash
100821,2025-04-03 01:40:30,4,20.5,Debit Card
100822,2025-04-03 07:37:02,2,9.0,Credit Card
100823,2025-04-03 18:03:42,4,16.08,Cash
100824,2025-04-03 23:53:27,3,14.82,Debit Card
100825,2025-04-03 20:14:55,3,11.91,Mobile Pay
100826,2025-04-03 15:31:27,1,4.26,Mobile Pay
100827,2025-04-03 00:14:22,3,14.21,Credit Card
100828,2025-04-03 16:57:27,3,15.73,Debit Card
100829,2025-04-03 11:43:32,2,9.73,Mobile Pay
100830,2025-04-03 02:49:58,3,10.69,Cash
100831,2025-04-03 21:06:50,4,22.66,Mobile Pay
100832,2025-04-03 17:25:47,2,13.3,Credit Card
100833,2025-04-03 04:45:15,3,15.61,Mobile Pay
100834,2025-04-03 16:53:20,1,6.01,Cash
100835,2025-04-03 01:43:23,2,10.05,Mobile Pay
100836,2025-04-03 04:59:01,3,15.74,Credit Card
100837,2025-04-03 16:06:12,1,3.36,Mobile Pay
100838,2025-04-03 20:37:15,4,19.9,Mobile Pay
100839,2025-04-03 23:47:27,3,18.74,Credit Card
100840,2025-04-03 20:33:35,4,26.01,Cash
100841,2025-04-03 08:25:48,1,3.59,Credit Card
100842,2025-04-03 09:54:48,1,5.18,Credit Card
100843,2025-04-03 12:41:52,3,13.66,Credit Card
100844,2025-04-03 14:37:06,1,3.39,Debit Card
100845,2025-04-03 07:33:31,2,7.64,Credit Card
100846,2025-04-03 19:40:27,2,10.01,Mobile Pay
100847,2025-04-03 08:00:09,3,13.86,Credit Card
100848,2025-04-03 17:10:04,3,15.12,Mobile Pay
100849,2025-04-03 10:48:53,1,4.63,Mobile Pay
100850,2025-04-03 16:00:39,4,16.96,Credit Card
100851,2025-04-03 11:30:37,4,16.03,Cash
100852,2025-04-03 04:05:57,4,21.46,Debit Card
100853,2025-04-03 07:38:22,1,3.24,Credit Card
100854,2025-04-03 01:19:18,1,3.36,Cash
100855,2025-04-03 21:44:31,1,4.03,Debit Card
100856,2025-04-03 15:31:26,4,17.67,Cash
100857,2025-04-03 14:03:19,2,8.26,Debit Card
100858,2025-04-03 15:31:54,1,3.41,Debit Card
100859,2025-04-03 07:04:59,3,15.15,Credit Card
100860,2025-04-03 20:12:28,3,13.56,Cash
100861,2025-04-03 07:26:42,3,11.21,Cash
100862,2025-04-03 05:48:36,4,17.37,Mobile Pay
100863,2025-04-03 20:53:35,1,5.27,Debit Card
100864,2025-04-03 01:36:26,3,13.95,Debit Card
100865,2025-04-03 21:26:11,3,12.17,Debit Card
100866,2025-04-03 17:57:44,3,15.42,Cash
100867,2025-04-03 21:35:39,4,20.56,Cash
100868,2025-04-03 07:57:30,2,9.2,Credit Card
100869,2025-04-03 13:42:22,4,15.57,Credit Card
100870,2025-04-03 02:42:38,4,22.04,Mobile Pay
100871,2025-04-03 08:09:40,3,17.12,Credit Card
100872,2025-04-03 10:12:27,4,21.64,Cash
100873,2025-04-04 07:20:59,4,18.38,Cash
100874,2025-04-04 20:47:57,1,3.12,Debit Card
100875,2025-04-04 14:10:27,1,2.81,Mobile Pay
100876,2025-04-04 14:00:17,1,3.09,Mobile Pay
100877,2025-04-04 13:23:23,4,18.42,Mobile Pay
100878,2025-04-04 07:51:34,2,8.2,Cash
100879,2025-04-04 07:10:57,4,18.73,Cash
100880,2025-04-04 11:00:38,3,11.81,Debit Card
100881,2025-04-04 03:36:44,2,9.79,Mobile Pay
100882,2025-04-04 18:38:46,1,6.38,Mobile Pay
100883,2025-04-04 18:10:45,1,4.62,Mobile Pay
100884,2025-04-04 07:27:57,2,9.53,Debit Card
100885,2025-04-04 22:55:15,1,3.69,Credit Card
100886,2025-04-04 06:54:09,1,5.2,Cash
100887,2025-04-04 07:01:20,3,13.31,Mobile Pay
100888,2025-04-04 12:42:22,2,10.03,Cash
100889,2025-04-04 14:58:42,1,7.05,Credit Card
100890,2025-04-04 22:29:56,4,22.85,Credit Card
100891,2025-04-04 04:26:31,2,7.91,Mobile Pay
100892,2025-04-04 15:17:11,4,18.85,Debit Card
100893,2025-04-04 10:50:50,4,18.04,Debit Card
100894,2025-04-04 18:25:46,4,18.68,Credit Card
100895,2025-04-04 21:37:08,4,20.23,Credit Card
100896,2025-04-04 18:01:44,2,9.7,Credit Card
100897,2025-04-04 15:52:58,4,20.37,Mobile Pay
100898,2025-04-04 00:55:01,3,11.11,Cash
100899,2025-04-04 14:40:32,4,23.29,Mobile Pay
100900,2025-04-04 07:40:22,2,8.22,Cash
100901,2025-04-04 02:15:54,1,4.29,Cash
100902,2025-04-04 01:26:24,2,6.37,Debit Card
100903,2025-04-04 14:57:36,2,6.82,Credit Card
100904,2025-04-04 12:02:04,4,19.09,Mobile Pay
100905,2025-04-04 06:01:05,2,9.69,Mobile Pay
100906,2025-04-04 07:48:30,4,18.76,Cash
100907,2025-04-04 14:53:18,3,10.65,Mobile Pay
100908,2025-04-04 14:05:35,3,15.09,Debit Card
100909,2025-04-04 17:57:13,2,10.15,Cash
100910,2025-04-04 14:29:57,3,14.9,Credit Card
100911,2025-04-04 20:31:01,3,10.64,Debit Card
100912,2025-04-04 12:01:45,2,8.61,Cash
100913,2025-04-04 11:41:28,4,21.51,Cash
100914,2025-04-04 23:55:47,4,16.25,Mobile Pay
100915,2025-04-04 01:14:55,3,10.0,Credit Card
100916,2025-04-04 06:32:06,3,15.51,Credit Card
100917,2025-04-04 21:49:59,1,3.67,Cash
100918,2025-04-04 17:00:07,4,16.89,Debit Card
100919,2025-04-04 13:08:21,2,7.16,Mobile Pay
100920,2025-04-04 10:02:55,4,15.15,Credit Card
100921,2025-04-04 06:59:41,4,22.24,Debit Card
100922,2025-04-04 01:18:49,4,21.02,Cash
100923,2025-04-04 17:24:20,4,21.3,Cash
100924,2025-04-04 15:06:13,2,7.9,Cash
100925,2025-04-04 15:29:34,2,8.77,Cash
100926,2025-04-04 02:16:31,1,3.64,Mobile Pay
100927,2025-04-04 19:55:08,4,24.81,Mobile Pay
100928,2025-04-04 11:13:09,3,12.27,Cash
100929,2025-04-04 02:12:47,4,18.7,Debit Card
100930,2025-04-04 23:01:03,4,20.43,Credit Card
100931,2025-04-04 20:11:56,1,6.48,Mobile Pay
100932,2025-04-04 04:04:06,2,12.77,Mobile Pay
100933,2025-04-04 18:55:56,3,11.26,Credit Card
100934,2025-04-04 02:31:35,1,4.16,Mobile Pay
100935,2025-04-04 06:14:16,1,2.72,Mobile Pay
100936,2025-04-04 11:13:19,1,4.94,Credit Card
100937,2025-04-04 04:55:58,4,12.59,Debit Card
100938,2025-04-04 03:17:59,1,4.91,Mobile Pay
100939,2025-04-04 02:26:19,2,11.05,Mobile Pay
100940,2025-04-04 09:17:54,2,11.12,Cash
100941,2025-04-04 15:45:13,1,3.01,Mobile Pay
100942,2025-04-04 04:56:09,4,17.1,Mobile Pay
100943,2025-04-04 11:01:02,1,6.42,Mobile Pay
100944,2025-04-04 17:00:50,2,6.66,Debit Card
100945,2025-04-04 09:12:27,3,10.45,Cash
100946,2025-04-04 01:44:59,1,5.33,Cash
100947,2025-04-04 00:39:49,1,7.03,Mobile Pay
100948,2025-04-04 11:06:08,3,14.68,Credit Card
100949,2025-04-04 07:53:37,1,3.49,Credit Card
100950,2025-04-04 15:08:40,4,14.87,Credit Card
100951,2025-04-04 13:35:21,4,18.49,Credit Card
100952,2025-04-04 14:00:20,4,21.58,Credit Card
100953,2025-04-04 05:03:57,3,18.3,Debit Card
100954,2025-04-04 08:41:18,4,17.47,Credit Card
100955,2025-04-04 14:13:20,3,15.07,Credit Card
100956,2025-04-04 21:38:13,4,16.44,Mobile Pay
100957,2025-04-04 14:37:47,1,4.95,Credit Card
100958,2025-04-04 21:45:24,1,3.71,Cash
100959,2025-04-04 01:08:36,4,19.82,Mobile Pay
100960,2025-04-04 18:34:01,4,16.1,Mobile Pay
100961,2025-04-04 12:50:06,4,19.48,Credit Card
100962,2025-04-04 14:38:06,1,6.47,Debit Card
100963,2025-04-04 06:13:11,2,7.12,Debit Card
100964,2025-04-04 06:34:28,4,21.87,Cash
100965,2025-04-04 18:31:35,3,15.47,Cash
100966,2025-04-04 20:05:38,4,23.39,Cash
100967,2025-04-04 16:21:46,1,5.14,Cash
100968,2025-04-04 08:39:28,2,10.5,Debit Card
100969,2025-04-04 05:52:12,2,10.16,Mobile Pay
100970,2025-04-04 14:23:52,3,10.16,Cash
100971,2025-04-04 00:43:47,4,17.76,Debit Card
100972,2025-04-04 11:23:45,1,5.76,Cash
100973,2025-04-04 18:26:02,1,2.93,Credit Card
100974,2025-04-04 23:41:06,1,5.83,Credit Card
100975,2025-04-04 08:56:46,2,8.5,Credit Card
100976,2025-04-04 16:27:47,1,3.55,Debit Card
100977,2025-04-04 18:33:52,4,22.02,Mobile Pay
100978,2025-04-04 16:21:43,4,21.53,Mobile Pay
100979,2025-04-04 18:13:54,4,21.58,Mobile Pay
100980,2025-04-04 14:08:59,2,15.78,Cash
100981,2025-04-04 19:41:05,4,19.81,Debit Card
100982,2025-04-04 09:34:15,3,15.96,Cash
100983,2025-04-04 03:00:36,4,13.86,Credit Card
100984,2025-04-04 03:20:01,3,17.83,Cash
100985,2025-04-04 12:57:06,3,9.83,Cash
100986,2025-04-04 22:16:07,2,6.66,Credit Card
100987,2025-04-04 04:35:45,2,9.01,Mobile Pay
100988,2025-04-04 02:37:55,2,10.37,Cash
100989,2025-04-04 23:00:09,1,5.24,Cash
100990,2025-04-04 15:56:03,1,5.81,Cash
100991,2025-04-04 17:51:24,4,23.26,Mobile Pay
100992,2025-04-04 11:38:29,1,3.62,Cash
100993,2025-04-04 11:47:49,1,2.34,Debit Card
100994,2025-04-04 13:20:56,3,14.77,Cash
100995,2025-04-04 16:06:14,1,6.19,Credit Card
100996,2025-04-04 06:16:47,3,10.55,Debit Card
